-109, -22, 993
1, -9, 993
-,-,-
5, -4, 984
5, -4, 984
2, -15, 1001
3, -10, 994
3, -10, 994
0, -9, 991
6, -12, 995
6, -14, 990
6, -14, 990
0, -6, 996
3, -15, 992
3, -15, 992
8, -10, 995
1, -8, 990
1, -8, 990
-9, -17, 991
-111, -25, 998
-178, -20, 995
-199, -10, 1008
-193, -14, 958
-193, -14, 958
-190, -2, 1006
-216, -6, 997
-197, -35, 943
-217, -64, 970
-193, -50, 926
-123, -12, 922
-61, -11, 937
-61, -11, 937
-69, -37, 958
-31, -39, 986
17, -21, 903
120, -17, 967
120, -17, 967
159, -2, 981
170, 73, 929
260, 11, 946
268, -11, 974
268, -11, 974
314, -6, 971
319, 6, 997
301, 11, 1003
156, -13, 986
156, -13, 986
266, 23, 999
258, 20, 979
245, -7, 995
245, -7, 995
277, 2, 1013
282, -15, 979
219, 29, 970
206, -6, 905
206, -6, 905
158, -22, 1014
154, -54, 795
67, -30, 953
23, -41, 762
23, -41, 762
-38, -30, 903
-51, -18, 977
-105, -22, 950
-198, -23, 900
-239, -3, 977
-239, -3, 977
-273, 3, 1014
-280, -38, 970
-263, -37, 957
-234, 3, 1008
-186, 6, 987
-186, 6, 987
-,-,-
2, -11, 993
6, -13, 992
1, -8, 993
1, -8, 993
4, -10, 995
5, -9, 993
5, -9, 993
4, -10, 993
3, -10, 994
3, -11, 993
3, -11, 993
3, -12, 991
2, -11, 994
2, -11, 994
-2, -12, 991
-92, -22, 995
-129, -49, 997
-187, -45, 990
-187, -45, 990
-210, -22, 987
-236, -27, 986
-241, 21, 965
-228, 16, 993
-205, -9, 896
-177, -12, 757
-177, -12, 757
-166, -61, 926
-100, 3, 978
-80, -12, 922
-11, -18, 992
15, -46, 972
15, -46, 972
70, -7, 941
150, 14, 874
222, 31, 907
222, 31, 907
319, 1, 932
314, -39, 982
348, -23, 957
338, 31, 998
338, 31, 998
324, 26, 994
175, -5, 996
326, 19, 988
326, 19, 988
268, -1, 995
285, 21, 996
257, 20, 1002
254, -2, 934
254, -2, 934
200, -29, 888
154, -44, 913
157, -25, 993
127, -64, 831
127, -64, 831
77, -61, 700
-21, -25, 907
-92, -17, 942
-142, -23, 953
-142, -23, 953
-215, -23, 1009
-244, -18, 915
-270, -1, 928
-324, 19, 1006
-318, 18, 992
-305, -18, 989
-202, -21, 996
-202, -21, 996
-,-,-
4, -12, 993
4, -12, 993
6, -12, 987
2, -10, 994
3, -9, 994
3, -9, 994
5, -9, 994
4, -10, 995
4, -10, 995
3, -11, 992
2, -11, 994
2, -11, 994
-13, -12, 991
-62, -25, 996
-110, -32, 994
-235, -41, 992
-232, 11, 1012
-232, 11, 1012
-211, -13, 981
-179, 26, 973
-190, -1, 1004
-213, -10, 985
-228, -2, 867
-179, -32, 939
-179, -32, 939
-131, -78, 957
-68, -68, 949
-10, -36, 960
43, -26, 922
49, -12, 957
49, -12, 957
89, -25, 944
130, 28, 873
262, 16, 994
262, 16, 994
318, 19, 958
345, -11, 1007
347, 1, 964
363, 23, 1004
363, 23, 1004
209, -24, 990
315, 25, 999
241, 14, 1002
256, 13, 1002
300, -10, 965
300, -10, 965
268, -6, 984
212, -8, 966
200, -6, 927
200, -6, 927
127, -15, 928
111, -43, 983
34, -87, 924
-4, -49, 815
-4, -49, 815
-37, -33, 976
-48, -28, 899
-121, -13, 988
-193, -25, 993
-259, 11, 937
-259, 11, 937
-270, 24, 953
-258, 41, 988
-189, 6, 1001
-,-,-
7, -11, 987
7, -11, 987
9, -10, 997
-3, -12, 997
-3, -12, 997
3, -11, 993
2, -7, 993
4, -10, 993
4, -10, 993
5, -11, 993
4, -11, 993
4, -11, 993
3, -10, 993
3, -11, 993
-3, -11, 993
-3, -11, 993
-103, -13, 997
-192, -35, 993
-225, -34, 992
-192, 16, 989
-200, 0, 999
-200, 0, 999
-211, 7, 959
-215, -42, 993
-223, -81, 993
-226, 8, 822
-226, 8, 822
-119, -5, 979
-76, -100, 914
-22, -106, 1012
-13, -3, 932
94, 18, 848
94, 18, 848
147, -19, 943
124, -56, 928
130, 8, 973
130, 8, 973
190, 54, 951
253, 66, 979
283, 24, 1000
283, 24, 1000
288, -20, 985
254, -8, 1004
281, 26, 991
127, 2, 987
127, 2, 987
331, -1, 983
192, 3, 1016
237, 8, 985
237, 8, 985
223, 30, 955
263, 34, 959
182, 14, 942
182, 14, 942
165, -20, 951
128, -35, 918
112, -44, 984
105, -43, 952
105, -43, 952
90, -11, 940
51, -20, 892
10, -35, 953
-63, -57, 965
-63, -57, 965
-141, -26, 894
-163, -3, 968
-208, 25, 940
-267, -27, 950
-304, -35, 959
-290, -13, 980
-290, -13, 980
-246, 9, 998
-,-,-
12, -8, 984
-1, -12, 995
4, -8, 991
4, -8, 991
-3, -3, 996
-33, -6, 992
-33, -6, 992
-52, -10, 995
-94, -12, 990
-134, -56, 995
-253, -56, 985
-236, -28, 994
-236, -28, 994
-172, -60, 994
-169, -53, 984
-176, -61, 995
-169, -61, 960
-139, -33, 925
-83, -3, 925
-83, -3, 925
-107, -1, 885
-71, 2, 915
-36, -45, 979
66, -41, 943
66, -41, 943
119, -29, 941
132, 42, 990
148, 26, 956
148, 26, 956
204, -3, 945
181, -13, 976
196, 27, 1020
208, 62, 962
208, 62, 962
275, 69, 987
329, 26, 998
169, -30, 989
206, 9, 998
206, 9, 998
188, 21, 991
202, 35, 974
254, 27, 991
254, 27, 991
258, -6, 1016
247, 19, 961
183, 32, 1016
183, 32, 1016
171, 28, 964
153, -51, 965
105, -96, 917
67, -26, 947
67, -26, 947
53, 43, 934
71, 40, 953
-14, 0, 965
-14, 0, 965
-156, -122, 860
-353, -113, 884
-426, -85, 866
-413, -31, 1016
-295, -31, 998
-219, -39, 985
-150, -9, 994
-,-,-
-7, -7, 993
4, -12, 989
5, -12, 994
5, -12, 994
3, -11, 994
3, -10, 993
4, -10, 994
4, -10, 994
5, -11, 995
2, -12, 992
2, -12, 992
1, -12, 991
-13, -14, 993
-149, -40, 993
-150, -25, 999
-150, -25, 999
-214, -58, 973
-246, -65, 1012
-249, -45, 998
-254, 4, 1007
-251, 5, 964
-220, 10, 958
-220, 10, 958
-153, -9, 964
-118, -43, 971
-122, 1, 921
-24, 71, 904
81, 12, 865
81, 12, 865
163, -51, 939
139, -50, 913
170, -8, 1001
170, -8, 1001
257, -14, 947
340, -27, 1021
339, 10, 954
359, 0, 1014
359, 0, 1014
284, -12, 978
131, 17, 994
250, -41, 988
227, 43, 996
227, 43, 996
257, 52, 1001
299, 39, 854
278, 33, 1003
242, -4, 874
242, -4, 874
180, 19, 971
161, -27, 953
124, -55, 934
105, -74, 921
105, -74, 921
93, -39, 798
36, -27, 983
-48, -14, 923
-167, -43, 889
-167, -43, 889
-284, -102, 930
-349, -43, 944
-376, -25, 989
-380, 2, 991
-327, 9, 996
-221, -19, 992
-221, -19, 992
-,-,-
4, -13, 991
4, -13, 991
0, -10, 995
-81, -17, 994
-81, -17, 994
-177, -31, 997
-231, -43, 1004
-242, -7, 985
-231, 0, 1002
-221, 33, 993
-198, -10, 843
-198, -10, 843
-177, -42, 957
-175, -73, 999
-127, -42, 930
-48, 2, 945
-1, -52, 878
-1, -52, 878
19, -43, 926
9, -29, 958
92, 2, 945
92, 2, 945
137, 1, 926
157, 7, 976
157, 7, 976
183, 0, 941
227, -3, 962
254, -1, 997
254, -1, 997
293, 12, 1002
308, -3, 982
263, 7, 998
86, -16, 992
86, -16, 992
244, -25, 994
148, 11, 992
203, 18, 990
203, 18, 990
240, 2, 985
247, -1, 1006
206, 30, 957
215, -1, 925
215, -1, 925
171, -8, 980
118, -103, 906
80, -83, 942
80, -83, 942
64, 5, 879
26, 27, 910
5, -24, 987
5, -24, 987
-7, -51, 930
-80, -49, 973
-102, 14, 937
-102, 14, 937
-154, 14, 1014
-168, -7, 925
-249, -23, 1041
-274, -23, 961
-283, -6, 1014
-274, 10, 999
-274, 10, 999
-230, -39, 979
-,-,-
4, -16, 1001
2, -7, 983
3, -9, 993
3, -9, 993
3, -10, 993
4, -10, 994
4, -10, 994
3, -10, 993
-77, -10, 993
-58, -9, 997
-58, -9, 997
-90, -35, 986
-119, -43, 995
-217, -75, 998
-238, -37, 1001
-288, -48, 989
-288, -48, 989
-225, 20, 967
-210, 0, 950
-176, -59, 961
-133, -64, 889
-114, -11, 943
-85, 36, 907
-85, 36, 907
-39, 10, 913
10, -36, 977
76, -48, 992
76, -48, 992
98, 8, 969
170, 16, 980
202, 9, 912
202, 9, 912
279, 7, 989
326, 30, 1014
366, 10, 971
366, 10, 971
323, 28, 984
295, -21, 994
159, -26, 994
207, -25, 993
207, -25, 993
172, -9, 990
246, 32, 1014
291, 17, 956
263, 22, 988
263, 22, 988
216, 5, 982
214, 10, 937
151, 2, 902
151, 2, 902
139, -51, 1011
66, -69, 914
54, -16, 871
54, -16, 871
-11, 5, 954
-64, -7, 908
-167, -12, 918
-257, -3, 938
-257, -3, 938
-292, -27, 956
-315, -42, 978
-325, -40, 994
-268, -46, 986
-,-,-
0, -12, 1001
2, -10, 983
2, -10, 983
2, -11, 994
2, -15, 992
-44, -23, 996
-44, -23, 996
-226, -88, 988
-385, -47, 992
-310, -6, 1022
-244, -40, 958
-174, -32, 916
-163, -7, 948
-163, -7, 948
-109, -14, 993
-109, -44, 879
-86, -84, 794
-106, -4, 1001
-52, 5, 946
-52, 5, 946
18, -14, 979
33, -30, 918
91, -29, 982
91, -29, 982
134, 37, 978
212, 17, 937
269, 5, 934
269, 5, 934
271, -25, 976
297, 21, 986
293, 38, 994
293, 38, 994
280, 45, 999
194, -3, 988
158, -19, 995
118, -12, 991
118, -12, 991
147, 19, 990
232, 27, 1009
247, 23, 965
271, 0, 931
271, 0, 931
195, -3, 1000
169, -6, 935
141, -33, 978
141, -33, 978
105, -49, 926
119, -27, 965
69, 10, 900
9, 31, 985
9, 31, 985
-23, 13, 887
-65, 6, 898
-65, 6, 898
-108, -29, 975
-141, -44, 941
-178, -40, 970
-212, -36, 995
-224, -40, 1026
-277, -64, 962
-263, -76, 986
-263, -76, 986
-254, -37, 988
-150, -4, 990
-10, -7, 994
4, -10, 992
-,-,-
8, -16, 992
0, -8, 995
0, -8, 995
4, -10, 994
3, -11, 993
3, -11, 993
-3, -10, 994
-158, -37, 990
-220, -110, 1004
-233, -110, 991
-297, -8, 987
-297, -8, 987
-257, 24, 961
-249, 9, 945
-263, -84, 911
-231, -30, 954
-155, -14, 894
-114, 11, 918
-114, 11, 918
-76, -4, 995
-17, 58, 917
97, -8, 969
97, -8, 969
167, -63, 949
178, -61, 991
150, -39, 878
202, -6, 994
202, -6, 994
237, 15, 951
292, 27, 1015
299, 38, 961
345, 32, 999
345, 32, 999
307, 14, 1001
94, -13, 992
278, -8, 997
278, -8, 997
196, 16, 991
218, 21, 993
254, 12, 942
254, 12, 942
232, 8, 1018
210, 14, 975
171, 12, 943
162, -25, 957
162, -25, 957
157, -68, 970
87, -99, 948
80, -72, 970
27, -6, 943
27, -6, 943
3, -4, 914
-62, -8, 901
-62, -8, 901
-96, -25, 887
-146, -12, 918
-136, 22, 972
-192, 25, 962
-226, -18, 1005
-226, -18, 1005
-262, -25, 1008
-284, -3, 959
-254, -31, 1006
-224, -25, 988
-,-,-
3, -10, 991
3, -10, 991
18, 4, 987
6, -3, 990
6, -3, 990
-7, -28, 990
-7, -17, 992
-10, -7, 993
-10, -7, 993
-176, -29, 982
-243, -38, 986
-245, -30, 990
-278, -25, 960
-224, -9, 1042
-224, -9, 1042
-200, -19, 949
-138, -2, 983
-129, -37, 964
-118, -73, 977
-114, -56, 999
-63, 37, 886
-63, 37, 886
71, -21, 932
86, -57, 897
116, 12, 942
124, 40, 867
124, 40, 867
192, 41, 1009
179, -4, 907
179, -10, 1006
167, 32, 990
167, 32, 990
211, 46, 985
238, 44, 974
266, -46, 996
266, -46, 996
181, -73, 988
76, -10, 991
165, -4, 992
173, -30, 985
173, -30, 985
176, -40, 978
189, -44, 1015
183, -10, 969
180, 42, 973
166, 43, 1002
166, 43, 1002
177, -25, 995
130, -39, 979
100, -7, 930
61, 37, 1020
61, 37, 1020
45, 41, 852
28, -21, 929
-55, -69, 897
-55, -69, 897
-70, -31, 909
-52, 15, 948
-93, -26, 979
-160, -34, 923
-211, -41, 1003
-250, -14, 940
-250, -14, 940
-250, 10, 995
-244, -32, 997
-,-,-
-2, -10, 995
9, -12, 983
9, -12, 983
2, -10, 990
4, -9, 991
3, -9, 990
3, -9, 990
-2, -10, 989
-112, -6, 994
-112, -6, 994
-125, -21, 985
-239, -26, 985
-219, -51, 1000
-275, -67, 973
-216, -71, 939
-238, -40, 949
-144, 1, 953
-144, 1, 953
-127, 11, 865
-105, -15, 921
-143, -30, 956
-120, 4, 902
-56, 21, 907
-56, 21, 907
39, 18, 928
85, -62, 980
106, -60, 1000
106, -60, 1000
147, -5, 917
236, -27, 971
259, -11, 979
274, 12, 978
274, 12, 978
297, 42, 988
298, 49, 990
326, 12, 999
135, -30, 984
135, -30, 984
246, -4, 998
199, 19, 978
235, 45, 995
270, 28, 990
270, 28, 990
248, -24, 990
229, -13, 982
213, -12, 984
157, -10, 944
157, -10, 944
149, -71, 951
121, -37, 902
78, -27, 984
16, 0, 918
16, 0, 918
1, -15, 934
-27, -52, 938
-27, -52, 938
-85, -37, 988
-132, 0, 949
-208, 37, 946
-271, -37, 1009
-310, -67, 991
-,-,-
3, -10, 996
3, -10, 996
4, -10, 986
5, -10, 991
2, -11, 992
2, -11, 992
0, -10, 992
-17, -9, 992
-100, -4, 994
-100, -4, 994
-111, -17, 992
-165, -35, 986
-267, -13, 996
-220, -14, 988
-202, -14, 979
-190, -52, 1006
-190, -52, 1006
-195, -30, 964
-201, -29, 954
-136, -55, 965
-114, -75, 944
-105, -86, 891
-46, -56, 993
12, 20, 934
12, 20, 934
135, -1, 961
157, 11, 963
246, -3, 933
246, -3, 933
283, 50, 968
371, 65, 983
385, 56, 1032
334, -5, 959
334, -5, 959
216, -6, 992
161, -16, 990
150, 3, 992
150, 3, 992
202, 40, 992
250, 31, 995
251, 4, 947
251, 4, 947
198, 19, 985
174, 21, 972
141, -24, 958
141, -24, 958
90, -13, 932
83, -30, 967
53, -29, 967
65, -22, 791
65, -22, 791
38, -14, 902
-7, -22, 942
-34, -75, 953
-34, -75, 953
-84, -76, 964
-158, -23, 934
-208, -12, 996
-258, 19, 935
-250, 1, 1007
-,-,-
4, -16, 972
2, -6, 1010
2, -6, 1010
2, -10, 993
3, -10, 994
0, -9, 992
0, -9, 992
-80, -5, 992
-140, -7, 999
-140, -7, 999
-224, -55, 996
-258, -64, 985
-260, -68, 999
-212, -79, 882
-175, -24, 965
-185, 39, 967
-185, 39, 967
-178, 4, 938
-152, -43, 982
-107, -76, 975
-60, -11, 968
7, 4, 983
7, 4, 983
68, -33, 983
106, -1, 791
106, -1, 791
157, -10, 933
246, 49, 942
306, 52, 989
310, 38, 975
310, 38, 975
301, 20, 999
292, 19, 969
267, -10, 1002
267, -10, 1002
97, -17, 993
246, 55, 992
160, 2, 985
177, -11, 995
177, -11, 995
211, -2, 962
200, 27, 1022
180, 34, 959
190, 16, 978
190, 16, 978
131, -62, 923
119, -53, 975
69, -19, 963
46, -27, 996
46, -27, 996
25, 2, 959
9, -12, 969
9, -12, 969
-7, 0, 888
-43, -32, 994
-104, -25, 1029
-155, -22, 935
-155, -22, 935
-237, -12, 962
-251, -6, 948
-285, -30, 977
-328, -43, 1006
-258, -43, 989
-,-,-
0, -11, 993
-25, -12, 992
-127, -29, 994
-127, -31, 995
-199, -41, 999
-199, -41, 999
-193, -33, 983
-249, -46, 988
-260, -7, 974
-232, 6, 946
-212, -9, 951
-212, -9, 951
-153, -22, 936
-93, -45, 818
0, -43, 1001
36, -31, 951
49, -24, 847
49, -24, 847
84, -27, 939
102, -40, 942
115, 22, 968
115, 22, 968
192, 33, 976
233, 24, 987
259, 30, 1014
272, 9, 965
272, 9, 965
267, 33, 1001
218, 6, 990
115, -19, 994
115, -19, 994
47, 2, 993
72, -10, 997
103, -10, 987
103, -10, 987
114, -18, 1001
121, -3, 986
154, 4, 991
165, 6, 1006
165, 6, 1006
186, 10, 977
171, -1, 997
161, -28, 978
148, -21, 1021
148, -21, 1021
142, -50, 927
156, 19, 994
99, 11, 893
85, 12, 949
85, 12, 949
44, -4, 952
21, -25, 903
16, 5, 920
16, 5, 920
-25, 11, 967
-81, 23, 959
-81, 23, 959
-141, -40, 990
-238, -54, 964
-304, -25, 956
-314, 16, 980
-305, 0, 1005
-305, 0, 1005
-273, -71, 996
-189, -76, 997
-59, -30, 993
-,-,-
2, -10, 992
3, -12, 993
-43, -22, 995
-43, -22, 995
-58, -23, 993
-83, -30, 988
-234, -103, 995
-331, -186, 993
-366, -87, 1024
-282, -7, 899
-228, 9, 980
-228, 9, 980
-160, 47, 879
-136, 40, 971
-138, 10, 961
-75, 28, 987
-75, 28, 987
-53, 9, 893
-10, 19, 960
27, -3, 967
27, -3, 967
100, 2, 937
147, 6, 821
147, 6, 821
182, -5, 979
214, 16, 932
322, 8, 999
322, 8, 999
363, -18, 975
349, -23, 1006
300, -4, 985
226, -2, 993
226, -2, 993
80, -18, 992
176, -8, 992
155, -4, 991
155, -4, 991
200, -5, 993
203, -31, 994
244, -16, 982
195, 17, 965
195, 17, 965
178, 32, 954
141, 31, 947
137, -15, 971
107, -46, 972
107, -46, 972
77, -1, 921
63, 17, 981
51, 52, 891
51, 52, 891
-9, -8, 942
-41, -55, 933
-62, -45, 991
-62, -45, 991
-131, -34, 960
-187, -16, 814
-217, -4, 970
-275, -47, 950
-267, -48, 1000
-278, -49, 986
-171, -29, 1001
-171, -29, 1001
-110, -29, 992
-,-,-
0, -12, 983
-20, -12, 1005
-66, -34, 992
-66, -34, 992
-84, -26, 993
-153, -38, 995
-127, -13, 995
-134, 9, 973
-160, 6, 1030
-160, 6, 1030
-165, -16, 962
-177, -28, 974
-151, -35, 952
-125, -13, 939
-135, -32, 915
-139, -60, 955
